Team1Name,Team1Score,Team2Name,Team2Score,Team1MasseyRating,Team2MasseyRating
Ohio St,89,Grambling,63,16.95643641170654,-10.144108684165358
St John's,85,Harvard,59,22.387807157714732,-1.9259472947129983
UCF,85,FL Atlantic,80,15.06572674394935,6.351804649646517
UCLA,97,UC Riverside,65,17.20134853209326,-8.761132749466462
Villanova,64,Seton Hall,56,18.019965533374403,13.61217858159576
Stanford,88,CS Northridge,80,11.495746482735854,-2.1109082342198446
Boston College,72,Le Moyne,64,3.54890302348592,-9.839160736172351
Charleston So,77,Richmond,72,-6.340856798534731,3.374354993392689
Columbia,90,North Florida,82,-1.1455860463245808,-15.534483522416355
George Mason,83,Penn,79,8.095174888899992,-2.0570696017200927
Georgia Tech,89,Florida A&M,65,4.81995930743693,-14.958411699952181
Gonzaga,96,Pepperdine,56,26.12679094319873,-5.588454031414728
Harvard,78,Colgate,69,-1.9259472947129983,-3.5300665357659207
Kansas St,94,ULM,85,10.199483531346415,-18.229928278847783
Liberty,97,Florida Intl,94,5.976024139614131,-1.0098371649423266
Maryland,73,Old Dominion,58,2.5510536362520244,-8.261680554358493
N Colorado,86,Colorado,81,-1.0823524586851767,10.951503521035468
Oregon,80,NE Omaha,57,8.997587225487342,-6.6809771450146105
San Diego,66,Pacific,54,-2.184946658816856,4.378468361891341
San Francisco,67,Seattle,59,6.276755571400898,4.296087924139515
Santa Clara,102,Oregon St,64,16.697031882728538,-0.9699153817654318
SMU,110,CS Fullerton,63,18.858138555743015,-2.1915793640363734
St Mary's CA,78,Loy Marymount,73,16.908220628065287,1.5500504379175963
Texas Tech,87,Winthrop,57,22.11626746517065,1.3368316881639872
Louisiana,63,Norfolk St,54,-12.137067018502796,-13.021484758554106
Washington St,67,Portland,62,4.5380550036221035,-0.9276049727698782
Alabama,102,Yale,78,22.89926309681164,8.176250244240705
Arizona,99,S Dakota St,71,29.622564216561056,-1.4024499716884644
Arkansas,103,James Madison,74,21.77145836677927,-6.42260170209562
Auburn,106,Queens NC,65,19.144250770747117,-4.175091457795946
Bradley,76,Evansville,68,3.590955518992814,-7.795268693393136
Cincinnati,89,Lipscomb,62,12.416982907123183,-2.2704298007365584
Cleveland St,99,IUPUI,86,-10.736414013574178,-12.491570369997088
Col Charleston,72,Drexel,63,-0.4606347634581468,-3.932084854527281
Detroit,73,Youngstown St,68,-7.342812147525938,-2.8049667940666527
Elon,103,Northeastern,91,-1.7109036279344259,-6.463460575559628
Florida,94,Dartmouth,72,26.39081761428366,-5.458928015720884
Georgia,89,LIU Brooklyn,74,20.02973847054447,-3.546335998209576
Hampton,62,Stony Brook,59,-8.456384002540549,-4.2986893622781555
Hofstra,86,Campbell,72,2.086644182827586,-4.608704820965019
Houston,69,MTSU,60,25.82056645334507,1.2330496506793978
Illinois,90,Southern Univ,55,27.558451754312838,-11.076179678502223
Illinois St,73,Drake,56,8.933861719167899,0.7544156025781878
Indiana St,81,Belmont,80,-2.4581456880249015,10.045584450409333
Iowa,90,MA Lowell,62,21.236487010988846,-14.238798983700297
Iowa St,89,Houston Chr,61,28.277104289911488,-9.978893333224674
Jacksonville St,78,WKU,67,-4.019877384600862,0.4252617180430557
Lamar,76,Northwestern LA,61,-2.214271862878108,-9.19667857822737
Louisiana Tech,75,UTEP,63,-5.691689472397247,-6.308444347027473
LSU,90,Southern Miss,62,14.712317974153333,-6.948449734643707
Manhattan,74,Rider,71,-15.274581333554556,-17.261706725421675
Michigan,112,McNeese St,71,34.00895201746655,8.413093453200572
Michigan St,114,Cornell,97,24.386031921594633,-2.5897361889852073
Minnesota,60,F Dickinson,43,10.308552144640325,-14.479566581615781
Mississippi,79,Alcorn St,43,10.46160439503338,-20.10652752334088
Mississippi St,94,Alabama St,56,8.973566181550307,-13.932727716177093
Missouri St,61,Delaware,43,-2.3667315699870506,-8.317869143575352
Mt St Mary's,66,Iona,59,-11.970313880036324,-5.622253380566301
Murray St,84,S Illinois,81,7.098433930540837,3.3850180919715123
N Kentucky,79,Robert Morris,77,-2.4537270857196694,-3.837549906546749
New Orleans,85,UTRGV,69,-3.575655046476065,-0.22814271103413875
Nicholls St,76,TAM C. Christi,71,-6.207446160282377,-2.5860191794207728
Northern Iowa,58,Valparaiso,48,5.785582448008606,0.7826673040916575
Oklahoma,93,MS Valley St,69,11.432263406894199,-28.348205063722833
Oklahoma St,103,Bethune-Cookman,77,13.86708154452552,-7.810451810139458
Penn St,90,NC Central,67,5.083955436049424,-16.23054921366116
Purdue,101,Kent,60,26.152648451209974,1.3438007614795435
Quinnipiac,64,Marist,58,-3.997091735107692,-1.1747337528313329
Rutgers,65,Delaware St,50,2.795178359596027,-20.10207053375217
SF Austin,75,East Texas A&M,48,6.14950134383293,-10.24868267858815
St Peter's,70,Fairfield,66,-6.3187048872930385,-8.368082465442098
TCU,115,Jackson St,64,14.466735878512502,-19.547308217380763
Texas A&M,111,Prairie View,82,19.179102352686098,-14.826501312313303
UMBC,93,Coppin St,59,-8.519516689602433,-27.640739737591698
UNC Wilmington,87,NC A&T,78,2.413830183033299,-8.135106985044182
Utah Valley,73,Cal Baptist,66,6.639639918156236,2.1953924231003668
Vanderbilt,96,New Haven,53,24.154102986278797,-14.029552843602488
Washington,74,Utah,65,15.817584011338012,6.364077339194109
WI Milwaukee,77,PFW,55,-6.744387041618924,-5.625687252766425
William & Mary,84,Towson,70,1.656572728906202,-0.5464166889081582
Wright St,88,Oakland,73,1.3021861730347852,1.2988617496209411
Merrimack,80,Sacred Heart,72,-5.674283720960461,-10.913977813629936
Utah Tech,80,Southern Utah,66,-3.4850425266828218,-11.107617721609282
Tarleton St,69,UT Arlington,63,-2.827342432024417,-0.020907387432929244
Boise St,62,New Mexico,53,13.415037567503262,14.880097023188116
Creighton,89,Butler,85,10.984102719717837,12.436267405379676
Duquesne,89,Davidson,83,4.686016814942015,6.002686977751972
E Michigan,80,Massachusetts,74,-3.580139516277849,-0.4961988777783989
ETSU,74,Citadel,49,1.9085058569619273,-15.588927891729995
Gonzaga,99,San Diego,93,26.12679094319873,-2.184946658816856
Incarnate Word,79,SE Louisiana,70,-5.547585347287668,-8.378711089435738
Louisville,90,California,70,24.611732488445927,13.447545319841446
Loy Marymount,80,Pacific,71,1.5500504379175963,4.378468361891341
Miami FL,76,Pittsburgh,69,17.78517891833293,8.195075774872146
Miami OH,93,Bowling Green,83,6.878792003107033,3.589447698727336
Nebraska,86,New Hampshire,55,23.21892114201473,-12.508359622828568
Nevada,75,Colorado St,62,12.180469852648914,8.035917066741126
North Carolina,79,Florida St,66,20.177147542199364,8.465280031603305
Northwestern,80,Howard,60,11.78237952913321,-8.060038874832856
Notre Dame,47,Stanford,40,10.06327913551909,11.495746482735854
Ohio,80,C Michigan,64,-2.458559640908652,-9.604265919979685
Oregon St,70,San Francisco,62,-0.9699153817654318,6.276755571400898
Princeton,75,Vermont,69,-5.435545860544262,-5.418090561445725
San Diego St,81,San Jose St,68,14.954913190967044,-3.069027491311642
Santa Clara,92,Portland,85,16.697031882728538,-0.9276049727698782
Seattle,69,Washington St,55,4.296087924139515,4.5380550036221035
Seton Hall,79,Marquette,73,13.61217858159576,6.499579672447203
South Carolina,96,SUNY Albany,67,8.258663769478087,-13.163496176751917
St Mary's CA,72,Pepperdine,45,16.908220628065287,-5.588454031414728
Temple,76,Charlotte,73,1.6101601066860876,1.2042231354891468
Tennessee,105,S Carolina St,54,22.52532774922322,-22.2908843957574
Tennessee St,88,Tennessee Tech,76,-7.984243030172132,-14.281089336240143
Toledo,84,W Michigan,79,0.3389247220623984,-7.971093026343999
Utah St,72,Fresno St,63,19.392266810705305,4.073803256746674
Wisconsin,80,WI Milwaukee,60,16.984647164159234,-6.744387041618924
Wyoming,68,Air Force,56,8.357185218844622,-12.735240615401642
American Univ,84,Loyola MD,69,-6.396969179237704,-13.377750243521636
Appalachian St,81,Old Dominion,73,-3.019964221943779,-8.261680554358493
Army,85,Lehigh,78,-14.42534764296668,-10.370556306684765
Buffalo,81,N Illinois,67,-1.2829899801500664,-10.69931700103686
Campbell,68,Monmouth NJ,65,-4.608704820965019,-3.848522919496683
Charleston So,89,Gardner Webb,79,-6.340856798534731,-24.646235285714415
Clemson,64,Syracuse,61,17.882590338253785,11.66262825734674
Col Charleston,85,Elon,81,-0.4606347634581468,-1.7109036279344259
Colgate,85,Lafayette,77,-3.5300665357659207,-12.102088387400759
Connecticut,90,Xavier,67,25.10729111927154,7.778365709841898
Dayton,63,Fordham,56,7.453720484555427,-0.05904195752884017
Denver,87,Missouri KC,74,-6.718963056154548,-16.661368094073026
Duke,85,Georgia Tech,79,30.47631292494664,4.81995930743693
FL Atlantic,110,UT San Antonio,70,6.351804649646517,-15.648689776756592
Furman,74,Mercer,72,-2.2995798984529365,0.5840288415363489
G Washington,99,Richmond,85,9.857746736889899,3.374354993392689
George Mason,80,La Salle,75,8.095174888899992,-4.388475820600071
Hampton,63,Towson,62,-8.456384002540549,-0.5464166889081582
High Point,87,UNC Asheville,69,7.455157949413491,-4.515129557592766
Holy Cross,65,Bucknell,58,-13.04688731791795,-13.096288524993339
Lamar,69,East Texas A&M,62,-2.214271862878108,-10.24868267858815
Longwood,82,Winthrop,70,-9.004272423423975,1.3368316881639872
Loyola-Chicago,61,Rhode Island,57,-7.919700317024193,4.372881568912538
Marshall,84,Georgia St,80,0.16629603079518857,-9.841027531814934
Memphis,57,North Texas,48,7.369641932350132,0.7410214367989679
N Dakota St,84,South Dakota,61,2.046795939331589,-8.241126626447448
Navy,82,Boston Univ,77,-2.05716253834581,-9.831287835150842
NC State,70,Wake Forest,57,21.788929391891067,12.26856625050307
Nicholls St,71,UTRGV,69,-6.207446160282377,-0.22814271103413875
Northeastern,85,NC A&T,74,-6.463460575559628,-8.135106985044182
Penn,80,NJIT,61,-2.0570696017200927,-14.80646949052454
Radford,76,SC Upstate,69,-6.409728237299939,-9.147789259024785
SF Austin,74,Northwestern LA,64,6.14950134383293,-9.19667857822737
South Alabama,63,Louisiana,58,-5.806253567999122,-12.137067018502796
St John's,95,Georgetown,83,22.387807157714732,8.097403188054626
St Louis,102,St Joseph's PA,79,21.74212133595362,0.6346552500089729
TAM C. Christi,83,New Orleans,69,-2.5860191794207728,-3.575655046476065
Troy,100,Texas St,80,0.09710533684838424,-8.993596293102888
Tulane,79,East Carolina,70,-1.5078676189201856,-6.938769569086803
Tulsa,97,Rice,48,12.474016558063923,-4.818057589699624
UNC Wilmington,65,Drexel,53,2.413830183033299,-3.932084854527281
VCU,89,St Bonaventure,82,12.760710460803173,2.3358205694267835
Villanova,71,DePaul,66,18.019965533374403,7.564957311061451
Virginia Tech,95,Virginia,85,13.649896701268442,20.91879714221833
Wichita St,75,UAB,70,8.433712769495724,4.233612921761928
William & Mary,76,Stony Brook,57,1.656572728906202,-4.2986893622781555
Wofford,79,W Carolina,74,-5.064308768836391,-9.503110725382177
Ark Little Rock,77,Tennessee Tech,58,-13.722529134725532,-14.281089336240143
Austin Peay,102,North Florida,83,-0.6575938360595827,-15.534483522416355
Belmont,88,Bradley,78,10.045584450409333,3.590955518992814
Cal Poly,67,UC San Diego,65,-6.316796372758351,3.4181336664537407
Cent Arkansas,85,FGCU,83,-1.5873241521362738,-4.349217773076286
CS Fullerton,95,UC Santa Barbara,84,-2.1915793640363734,3.2846658019866024
SIUE,59,Southern Indiana,55,-8.17415727893679,-14.295320327497267
Ga Southern,82,Coastal Car,81,-8.452463657169565,-7.357081216042199
Hawaii,88,UC Riverside,45,8.020968123203241,-8.761132749466462
Idaho St,97,CS Sacramento,84,-2.6900359146858124,-6.393255168038442
Illinois St,73,Evansville,47,8.933861719167899,-7.795268693393136
Lipscomb,76,Jacksonville,57,-2.2704298007365584,-10.526145762510124
Montana,78,Northern Arizona,64,0.4272721445912008,-9.643076515343548
Montana St,89,N Colorado,75,1.0473895970912468,-1.0823524586851767
Murray St,81,IL Chicago,77,7.098433930540837,1.7665509943221132
N Kentucky,81,IUPUI,72,-2.4537270857196694,-12.491570369997088
North Dakota,72,Oral Roberts,61,-8.39620613812819,-11.75823476123825
Northern Iowa,75,Indiana St,66,5.785582448008606,-2.4581456880249015
Oakland,85,Youngstown St,83,1.2988617496209411,-2.8049667940666527
Portland St,95,Weber St,90,2.2902438567068213,-2.4753255840285364
S Dakota St,84,NE Omaha,69,-1.4024499716884644,-6.6809771450146105
S Illinois,75,Valparaiso,70,3.3850180919715123,0.7826673040916575
Samford,78,VMI,58,-7.386171296092927,-19.385486784833247
SE Missouri St,68,E Illinois,59,-6.757013248262701,-12.380585287610003
Southern Miss,87,ULM,73,-6.948449734643707,-18.229928278847783
Stetson,70,North Alabama,67,-14.070523158103668,-15.019555502687506
TN Martin,67,W Illinois,60,-3.7745856292540623,-21.1486742641898
UC Davis,89,CS Northridge,80,-0.8434486910801374,-2.1109082342198446
UC Irvine,81,CS Bakersfield,77,3.4963503402669383,-10.961124093729158
UNC Greensboro,77,Chattanooga,72,-12.065434872466879,-11.311391432436908
UT Arlington,63,Cal Baptist,51,-0.020907387432929244,2.1953924231003668
Utah Valley,91,Tarleton St,85,6.639639918156236,-2.827342432024417
WI Green Bay,72,PFW,54,-5.7700409143629,-5.625687252766425
Wright St,76,WI Milwaukee,70,1.3021861730347852,-6.744387041618924
Utah Tech,79,Abilene Chr,64,-3.4850425266828218,-7.721991269551377
Lindenwood,77,Morehead St,64,-7.15310794555327,-11.585204401367001
Queens NC,91,E Kentucky,89,-4.175091457795946,-8.312055999179629
West Georgia,87,Bellarmine,85,-11.903771564516768,-9.739354468795353
California,72,Notre Dame,71,13.447545319841446,10.06327913551909
Canisius,85,Fairfield,81,-17.060558122515523,-8.368082465442098
F Dickinson,74,Mercyhurst,67,-14.479566581615781,-9.513220387331831
Florida Intl,89,New Mexico St,74,-1.0098371649423266,0.004049809068651347
Gonzaga,80,Seattle,72,26.12679094319873,4.296087924139515
Iona,75,Siena,72,-5.622253380566301,-3.3587700316394775
Iowa St,80,West Virginia,59,28.277104289911488,12.114842312208815
Jacksonville St,67,Delaware,64,-4.019877384600862,-8.317869143575352
Liberty,81,Kennesaw,73,5.976024139614131,0.6339937118072055
LIU Brooklyn,84,Central Conn,78,-3.546335998209576,-10.69680210540559
Manhattan,80,Quinnipiac,79,-15.274581333554556,-3.997091735107692
McNeese St,82,Lamar,70,8.413093453200572,-2.214271862878108
Michigan,96,USC,66,34.00895201746655,13.985005389761836
Missouri St,79,UTEP,55,-2.3667315699870506,-6.308444347027473
MTSU,88,Louisiana Tech,51,1.2330496506793978,-5.691689472397247
Nebraska,58,Michigan St,56,23.21892114201473,24.386031921594633
Niagara,64,Sacred Heart,61,-16.995194255109116,-10.913977813629936
Ohio St,80,Rutgers,73,16.95643641170654,2.795178359596027
Oregon,64,Maryland,54,8.997587225487342,2.5510536362520244
Pacific,84,Oregon St,53,4.378468361891341,-0.9699153817654318
Robert Morris,85,Detroit,77,-3.837549906546749,-7.342812147525938
San Francisco,74,San Diego,64,6.276755571400898,-2.184946658816856
Santa Clara,82,Pepperdine,63,16.697031882728538,-5.588454031414728
St Mary's CA,78,Portland,57,16.908220628065287,-0.9276049727698782
St Peter's,69,Marist,59,-6.3187048872930385,-1.1747337528313329
Stanford,80,Louisville,76,11.495746482735854,24.611732488445927
WKU,102,Sam Houston St,91,0.4252617180430557,4.794162125506685
Wagner,79,Chicago St,72,-12.601506934083272,-16.24969652612226
Washington St,78,Loy Marymount,76,4.5380550036221035,1.5500504379175963
Merrimack,75,Mt St Mary's,65,-5.674283720960461,-11.970313880036324
Le Moyne,84,St Francis PA,58,-9.839160736172351,-18.95162660287704
New Haven,70,Stonehill,55,-14.029552843602488,-13.871167902361144
Abilene Chr,85,Utah Valley,68,-7.721991269551377,6.639639918156236
Alabama,89,Kentucky,74,22.89926309681164,20.62694485238151
Alabama St,89,MS Valley St,69,-13.932727716177093,-28.348205063722833
American Univ,64,Boston Univ,62,-6.396969179237704,-9.831287835150842
Arizona,97,Utah,78,29.622564216561056,6.364077339194109
Ark Pine Bluff,95,Alabama A&M,83,-13.668354319462967,-12.721138316688517
Arkansas,86,Tennessee,75,21.77145836677927,22.52532774922322
Austin Peay,71,Jacksonville,68,-0.6575938360595827,-10.526145762510124
Bethune-Cookman,87,Florida A&M,83,-7.810451810139458,-14.958411699952181
Bowling Green,101,Massachusetts,100,3.589447698727336,-0.4961988777783989
Bryant,56,Maine,51,-15.975655117989465,-16.277077360329795
Bucknell,72,Lehigh,65,-13.096288524993339,-10.370556306684765
Buffalo,85,Ball St,72,-1.2829899801500664,-11.502717502859307
BYU,83,Kansas St,73,22.96623370113013,10.199483531346415
Campbell,97,Northeastern,82,-4.608704820965019,-6.463460575559628
Cent Arkansas,93,Stetson,73,-1.5873241521362738,-14.070523158103668
Charleston So,86,UNC Asheville,83,-6.340856798534731,-4.515129557592766
Charlotte,104,Wichita St,100,1.2042231354891468,8.433712769495724
Clemson,73,Pittsburgh,68,17.882590338253785,8.195075774872146
Colgate,76,Army,69,-3.5300665357659207,-14.42534764296668
Colorado,95,Arizona St,89,10.951503521035468,10.603952967409308
Colorado St,70,Grand Canyon,60,8.035917066741126,11.357472832207115
Coppin St,53,Delaware St,51,-27.640739737591698,-20.10207053375217
CS Bakersfield,81,UC Davis,79,-10.961124093729158,-0.8434486910801374
CS Northridge,74,UC Santa Barbara,65,-2.1109082342198446,3.2846658019866024
Davidson,62,St Joseph's PA,56,6.002686977751972,0.6346552500089729
Dayton,70,Loyola-Chicago,68,7.453720484555427,-7.919700317024193
DePaul,86,Xavier,77,7.564957311061451,7.778365709841898
Duke,91,Florida St,87,30.47631292494664,8.465280031603305
ETSU,77,Mercer,71,1.9085058569619273,0.5840288415363489
FGCU,72,North Alabama,55,-4.349217773076286,-15.019555502687506
G Washington,77,La Salle,55,9.857746736889899,-4.388475820600071
Ga Southern,93,Old Dominion,86,-8.452463657169565,-8.261680554358493
George Mason,61,Rhode Island,50,8.095174888899992,4.372881568912538
Georgia,104,Auburn,100,20.02973847054447,19.144250770747117
Georgia St,89,Coastal Car,71,-9.841027531814934,-7.357081216042199
Georgia Tech,65,Boston College,53,4.81995930743693,3.54890302348592
Grambling,76,Prairie View,72,-10.144108684165358,-14.826501312313303
High Point,80,Longwood,67,7.455157949413491,-9.004272423423975
Hofstra,70,Drexel,67,2.086644182827586,-3.932084854527281
Houston,67,Cincinnati,60,25.82056645334507,12.416982907123183
Idaho,84,E Washington,81,-0.860099995525089,-5.263958334345224
Illinois,73,Penn St,65,27.558451754312838,5.083955436049424
Incarnate Word,73,Houston Chr,56,-5.547585347287668,-9.978893333224674
Iowa,74,UCLA,61,21.236487010988846,17.20134853209326
Jackson St,89,Alcorn St,86,-19.547308217380763,-20.10652752334088
